Unnamed: 0,counts_S93,counts_S94,counts_S107,counts_S108
ENSG00000265853.1,0,0,0,0
ENSG00000128438.10,0,0,0,0
ENSG00000240505.8,0,0,0,0
ENSG00000230709.1,0,0,0,0
ENSG00000230969.2,0,0,0,0
ENSG00000260328.1,24,26,17,16
ENSG00000133030.20,10692,10357,10631,11087
ENSG00000225442.2,0,0,0,1
ENSG00000263624.1,2,1,1,1
ENSG00000206859.1,10,9,15,9
ENSG00000243370.3,11,13,18,18
ENSG00000278864.1,471,458,501,475
ENSG00000179598.5,11,10,20,18
ENSG00000264187.1,1,0,1,0
ENSG00000154803.12,435,451,546,557
ENSG00000266498.1,5,7,16,19
ENSG00000226359.1,0,1,1,2
ENSG00000141030.12,257,248,375,394
ENSG00000205309.13,2,4,0,5
ENSG00000215030.5,392,345,509,649
ENSG00000227158.1,0,0,0,0
ENSG00000230865.1,0,0,0,0
ENSG00000201741.1,0,0,0,0
ENSG00000141026.5,141,163,167,217
ENSG00000108551.4,8,24,1,8
ENSG00000133027.17,27,33,41,90
ENSG00000265511.1,0,0,0,0
ENSG00000206730.1,0,0,0,0
ENSG00000264666.1,2,0,0,0
ENSG00000279200.1,2,0,0,0
ENSG00000223979.2,0,0,0,1
ENSG00000273948.1,0,0,0,0
ENSG00000274836.1,0,0,0,0
ENSG00000108557.18,1251,1155,1496,1836
ENSG00000237328.1,1,0,0,0
ENSG00000226746.2,0,0,0,3
ENSG00000264167.1,11,6,15,18
ENSG00000072310.16,1843,1953,2352,3112
ENSG00000274111.1,0,0,0,0
ENSG00000207839.1,0,1,0,1
ENSG00000175662.17,5206,5237,4343,4383
ENSG00000197815.4,1,2,0,0
ENSG00000171962.17,24,15,19,31
ENSG00000171953.15,177,183,225,332
ENSG00000230273.1,0,0,0,0
ENSG00000232344.2,2,0,1,1
ENSG00000280198.1,5,4,4,4
ENSG00000141034.9,131,153,190,225
ENSG00000108591.9,406,354,474,626
ENSG00000279428.1,2,0,3,1
ENSG00000091536.17,15,19,43,51
ENSG00000266677.1,10,5,5,6
ENSG00000091542.8,1683,1651,1747,2289
ENSG00000131899.10,404,432,498,562
ENSG00000177731.15,4529,4636,3900,4729
ENSG00000177427.12,482,484,399,439
ENSG00000260647.1,11,6,21,13
ENSG00000177302.14,255,222,311,441
ENSG00000228000.1,0,0,0,0
ENSG00000237382.2,0,0,0,0
ENSG00000176994.10,1348,1355,1374,1559
ENSG00000176974.19,407,444,573,879
ENSG00000283772.1,0,0,0,0
ENSG00000214860.4,8,7,12,21
ENSG00000264177.1,0,1,1,1
ENSG00000267441.1,0,0,0,0
ENSG00000275206.1,0,0,0,0
ENSG00000204471.3,0,0,0,0
ENSG00000220161.4,0,0,0,0
ENSG00000205266.10,0,2,0,0
ENSG00000266162.1,0,0,0,0
ENSG00000186831.11,0,0,0,0
ENSG00000214856.11,0,0,0,0
ENSG00000229526.2,0,0,0,0
ENSG00000227919.1,0,0,0,0
ENSG00000267492.1,0,0,0,0
ENSG00000230662.1,1,0,0,0
ENSG00000171916.16,25,23,32,42
ENSG00000167494.9,0,0,0,1
ENSG00000273018.6,0,0,0,1
ENSG00000233327.10,0,0,0,0
ENSG00000227689.1,0,0,0,0
ENSG00000154874.15,4,3,3,4
ENSG00000227077.3,1,0,3,1
ENSG00000276532.1,0,0,0,0
ENSG00000189375.10,0,0,0,0
ENSG00000262262.1,0,0,0,0
ENSG00000174977.8,26,43,38,30
ENSG00000249459.8,36,31,44,61
ENSG00000264885.1,4,2,13,12
ENSG00000240445.3,18,13,11,19
ENSG00000224126.2,1,0,1,1
ENSG00000108448.21,43,42,64,80
ENSG00000265693.1,0,0,0,0
ENSG00000171931.12,2,3,2,1
ENSG00000171928.13,487,455,540,542
ENSG00000265478.2,9,4,9,11
ENSG00000250111.3,0,0,0,0
ENSG00000141127.14,352,347,385,418
ENSG00000274747.1,0,0,0,0
ENSG00000264273.1,0,0,0,0
ENSG00000235672.1,13,7,18,18
ENSG00000212618.1,0,0,0,0
ENSG00000154025.15,6,11,2,3
ENSG00000196893.3,0,0,0,0
ENSG00000188522.14,1266,1297,1167,1288
ENSG00000263045.1,5,13,8,6
ENSG00000154016.13,0,0,1,0
ENSG00000279825.1,0,0,0,0
ENSG00000265185.5,13,17,33,24
ENSG00000262074.6,30,13,31,40
ENSG00000230197.6,0,0,0,0
ENSG00000265746.1,0,0,0,0
ENSG00000263394.1,0,0,0,0
ENSG00000228157.4,0,1,0,0
ENSG00000262202.4,8,9,10,8
ENSG00000277947.1,0,0,0,0
ENSG00000281000.1,0,0,0,0
ENSG00000189152.10,0,0,0,0
ENSG00000262319.1,0,0,1,0
ENSG00000266664.1,0,0,0,0
ENSG00000197665.7,0,0,0,0
ENSG00000262292.2,0,0,0,0
ENSG00000266311.6,0,0,0,0
ENSG00000261987.2,0,0,0,0
ENSG00000263934.4,29707,20236,29733,34912
ENSG00000264940.4,55,36,44,54
ENSG00000236022.6,0,0,0,0
ENSG00000263206.1,0,0,0,0
ENSG00000072134.15,690,621,674,703
ENSG00000281856.1,0,0,0,0
ENSG00000235397.1,0,0,0,0
ENSG00000265263.1,1,0,3,5
ENSG00000108641.15,57,30,93,102
ENSG00000221540.1,0,0,1,3
ENSG00000166484.19,445,516,403,462
ENSG00000166482.11,0,0,0,0
ENSG00000128482.15,6,4,4,5
ENSG00000265126.1,0,0,0,0
ENSG00000235979.8,0,0,0,0
ENSG00000227078.1,1,0,0,2
ENSG00000283675.1,0,0,0,0
ENSG00000189343.7,40,32,57,65
ENSG00000231477.2,0,0,0,0
ENSG00000142494.13,9,1,1,1
ENSG00000228331.2,0,0,0,0
ENSG00000266079.4,0,0,0,0
ENSG00000262769.1,0,0,0,0
ENSG00000228983.9,0,0,0,0
ENSG00000263107.1,0,0,0,0
ENSG00000266179.2,0,0,0,0
ENSG00000271900.1,0,0,0,0
ENSG00000227225.1,0,0,0,0
ENSG00000242752.3,0,0,0,0
ENSG00000228725.3,0,0,0,0
ENSG00000224254.2,0,0,0,0
ENSG00000231625.4,0,0,0,0
ENSG00000072210.18,2843,2588,3188,3781
ENSG00000264932.3,0,0,0,0
ENSG00000275982.1,0,0,0,0
ENSG00000252349.1,5,7,10,8
ENSG00000180638.17,8,8,6,13
ENSG00000262681.2,0,0,0,0
ENSG00000264785.1,0,0,0,2
ENSG00000108602.17,339,307,455,358
ENSG00000230607.3,0,0,0,1
ENSG00000083290.19,150,152,202,277
ENSG00000231096.1,0,0,0,0
ENSG00000279251.1,0,0,0,0
ENSG00000276406.1,0,0,0,0
ENSG00000270091.1,9,9,5,18
ENSG00000108599.14,616,566,580,750
ENSG00000266126.1,2,6,9,11
ENSG00000261033.1,1,0,1,0
ENSG00000128487.16,1236,1227,1120,1413
ENSG00000225681.2,0,0,0,0
ENSG00000225014.1,0,0,0,0
ENSG00000212186.1,0,0,0,0
ENSG00000263494.1,3,3,2,4
ENSG00000252971.1,1,1,2,5
ENSG00000154898.15,24,50,41,51
ENSG00000276577.1,0,0,0,0
ENSG00000266839.3,0,0,1,0
ENSG00000278701.1,0,0,2,2
ENSG00000214832.5,0,1,0,1
ENSG00000189423.12,18,16,10,15
ENSG00000237911.2,1,0,0,0
ENSG00000265556.1,0,0,0,0
ENSG00000230528.7,1,2,0,0
ENSG00000170298.15,39,41,48,79
ENSG00000229586.2,0,0,0,1
ENSG00000263976.1,0,0,0,0
ENSG00000230088.1,0,0,0,0
ENSG00000214822.8,0,0,0,0
ENSG00000266925.1,0,0,0,0
ENSG00000231645.2,0,0,0,0
ENSG00000205215.8,0,0,0,0
ENSG00000266042.1,0,0,0,0
ENSG00000260907.1,0,0,0,0
ENSG00000265916.1,0,0,0,0
ENSG00000264981.1,0,0,0,0
ENSG00000235203.2,0,0,0,0
ENSG00000267075.1,0,0,0,0
ENSG00000230339.2,0,0,0,0
ENSG00000263946.1,2,0,5,0
ENSG00000235323.2,0,0,0,0
ENSG00000264422.1,0,0,0,0
ENSG00000214819.1,0,0,0,0
ENSG00000231258.2,0,0,0,0
ENSG00000188013.6,23,17,27,21
ENSG00000232889.2,0,0,0,1
ENSG00000226096.1,0,0,0,0
ENSG00000235546.2,1,0,0,0
ENSG00000227685.1,0,0,0,0
ENSG00000266364.1,0,0,0,0
ENSG00000236504.2,0,0,0,0
ENSG00000264874.1,0,0,0,0
ENSG00000226521.7,0,0,0,0
ENSG00000187870.7,3,0,1,3
ENSG00000218454.2,0,0,0,0
ENSG00000213671.3,0,0,0,0
ENSG00000226549.3,10,6,8,10
ENSG00000264215.1,2,1,0,5
ENSG00000264662.1,0,0,0,0
ENSG00000226981.2,0,0,2,0
ENSG00000205212.4,0,0,0,0
ENSG00000266369.1,0,0,0,0
ENSG00000233098.8,6,1,0,1
ENSG00000252483.1,0,0,0,0
ENSG00000265790.1,0,0,0,0
ENSG00000265099.1,0,0,0,0
ENSG00000244456.2,0,0,0,0
ENSG00000264660.2,0,0,0,0
ENSG00000266009.1,0,0,0,0
ENSG00000263729.1,0,0,0,0
ENSG00000124422.11,3993,4328,4560,5533
ENSG00000263986.1,1,0,0,2
ENSG00000236819.1,0,0,0,0
ENSG00000109016.17,290,276,407,410
ENSG00000178307.9,282,275,270,393
ENSG00000235530.6,32,21,25,39
ENSG00000263815.2,0,0,0,0
ENSG00000274180.1,261,228,229,340
ENSG00000266563.1,0,0,1,0
ENSG00000034152.18,2375,2499,2629,3069
ENSG00000184185.9,28,19,40,79
ENSG00000212719.11,160,148,192,251
ENSG00000265881.1,0,0,0,0
ENSG00000265043.1,0,0,0,0
ENSG00000264023.1,0,0,0,0
ENSG00000244582.2,0,0,0,0
ENSG00000265265.1,0,0,0,0
ENSG00000266466.1,0,0,0,0
ENSG00000266673.1,0,0,0,0
ENSG00000266050.3,0,0,0,0
ENSG00000264245.1,0,0,0,0
ENSG00000263375.1,0,0,0,0
ENSG00000260157.3,0,0,0,0
ENSG00000264617.1,0,0,0,0
ENSG00000274748.1,0,1,0,0
ENSG00000260458.3,0,0,0,0
ENSG00000283566.2,0,0,0,0
ENSG00000265233.1,0,0,0,0
ENSG00000265019.1,0,0,0,0
ENSG00000263563.6,1,4,3,3
ENSG00000263725.1,0,0,0,0
ENSG00000263609.1,0,0,0,0
ENSG00000264956.1,0,0,0,0
ENSG00000266691.1,0,0,0,0
ENSG00000178130.9,0,0,0,0
ENSG00000264811.1,0,0,0,0
ENSG00000265567.1,0,0,0,0
ENSG00000264562.1,0,0,0,0
ENSG00000266806.1,0,0,0,0
ENSG00000276399.1,0,0,0,0
ENSG00000266746.1,0,0,0,0
ENSG00000261020.1,0,0,0,0
ENSG00000266885.2,0,0,0,0
ENSG00000283879.1,0,0,0,0
ENSG00000266529.1,0,0,0,0
ENSG00000256618.2,0,0,0,0
ENSG00000243655.2,0,0,0,0
ENSG00000264168.2,0,0,0,0
ENSG00000263914.1,0,0,0,0
ENSG00000240103.2,0,0,0,0
ENSG00000241225.2,0,0,0,0
ENSG00000263483.1,0,0,0,0
ENSG00000264316.1,0,0,0,0
ENSG00000284300.1,0,0,0,0
ENSG00000284328.1,0,0,0,0
ENSG00000284263.1,0,0,0,0
ENSG00000275480.1,0,0,0,0
ENSG00000264930.1,0,0,0,0
ENSG00000264970.2,0,0,0,0
ENSG00000264262.1,0,0,0,0
ENSG00000264431.1,0,0,0,0
ENSG00000263433.1,0,0,0,0
ENSG00000264734.1,0,0,0,0
ENSG00000264172.1,0,0,0,0
ENSG00000266736.1,0,0,0,0
ENSG00000264837.1,0,0,0,0
ENSG00000265646.2,0,0,0,0
ENSG00000285822.1,0,0,0,0
ENSG00000265246.1,0,0,0,0
ENSG00000239223.3,0,0,0,1
ENSG00000213664.4,0,0,0,0
ENSG00000265453.1,0,0,0,0
ENSG00000263583.1,1,0,0,2
ENSG00000109046.14,1851,1928,2320,2676
ENSG00000266313.1,0,0,1,0
ENSG00000265683.1,6,6,10,0
ENSG00000266356.1,0,0,0,0
ENSG00000266433.6,0,0,0,0
ENSG00000141068.14,519,610,486,522
ENSG00000265801.1,2,3,7,3
ENSG00000263368.1,0,0,0,3
ENSG00000266853.1,0,0,0,0
ENSG00000266728.5,0,0,0,0
ENSG00000266872.1,0,2,0,0
ENSG00000168961.16,761,741,775,915
ENSG00000265788.2,0,0,0,1
ENSG00000265041.1,0,0,0,0
ENSG00000266771.1,0,0,0,0
ENSG00000264240.1,0,0,0,0
ENSG00000264689.1,0,0,0,0
ENSG00000263604.1,0,0,0,0
ENSG00000265833.1,0,0,0,0
ENSG00000266416.1,0,0,0,0
ENSG00000266786.1,5,5,3,2
ENSG00000007171.17,1346,1904,355,521
ENSG00000266202.1,0,0,0,0
ENSG00000266527.1,0,0,0,0
ENSG00000232859.9,61,57,113,115
ENSG00000260019.1,0,0,0,0
ENSG00000251818.1,0,0,0,0
ENSG00000266190.1,0,0,0,0
ENSG00000202389.1,0,0,0,0
ENSG00000087095.12,460,443,515,585
ENSG00000252283.1,2,3,9,5
ENSG00000240873.1,0,0,0,0
ENSG00000267644.1,2,0,1,1
ENSG00000237575.4,3,4,5,6
ENSG00000267259.1,6,20,17,16
ENSG00000266830.1,1,0,0,2
ENSG00000265060.1,0,0,0,0
ENSG00000263788.1,0,0,0,0
ENSG00000264486.1,0,0,0,0
ENSG00000260777.1,0,0,0,0
ENSG00000266306.1,0,0,0,0
ENSG00000264029.1,0,0,0,0
ENSG00000265480.5,0,3,1,0
ENSG00000109084.13,220,168,366,696
ENSG00000109083.13,164,123,176,211
ENSG00000109079.9,1430,1353,1299,1462
ENSG00000004142.11,918,802,985,1229
ENSG00000244045.12,191,157,181,215
ENSG00000258924.4,0,0,0,0
ENSG00000284532.1,0,0,0,0
ENSG00000265618.1,0,1,0,0
ENSG00000274529.5,0,0,0,0
ENSG00000273171.1,0,0,0,0
ENSG00000004139.13,207,173,235,271
ENSG00000109072.13,7,10,1,5
ENSG00000277450.1,3,0,4,5
ENSG00000279532.1,0,0,0,1
ENSG00000076351.12,338,460,347,329
ENSG00000265254.1,1,4,0,2
ENSG00000265541.1,0,0,0,0
ENSG00000263870.1,0,0,0,0
ENSG00000258472.8,58,47,99,90
ENSG00000263266.2,15,15,18,35
ENSG00000007216.14,5,4,5,6
ENSG00000109101.7,0,2,0,0
ENSG00000109103.11,515,494,646,848
ENSG00000087111.20,1146,1407,1104,1361
ENSG00000109107.13,860,1020,1116,2094
ENSG00000265168.1,2,0,0,0
ENSG00000076382.16,118,81,181,217
ENSG00000227543.4,7,12,11,12
ENSG00000264608.1,7,10,12,20
ENSG00000265287.2,1,0,0,1
ENSG00000167524.14,124,104,211,249
ENSG00000007202.14,5802,5918,6949,8722
ENSG00000264044.1,4,6,10,3
ENSG00000132581.9,472,475,446,571
ENSG00000240494.2,0,0,0,0
ENSG00000109111.14,2817,2731,2894,3425
ENSG00000265205.1,0,0,0,0
ENSG00000167525.13,8,12,17,27
ENSG00000109113.19,2,0,8,3
ENSG00000198242.13,2272,2075,2897,3847
ENSG00000238423.1,0,0,0,0
ENSG00000264577.1,18,21,19,30
ENSG00000238578.1,5,8,11,6
ENSG00000238649.1,0,0,0,0
ENSG00000238597.1,0,0,0,0
ENSG00000160606.10,73,68,103,164
ENSG00000160602.13,77,71,141,144
ENSG00000267729.1,1,0,0,1
ENSG00000265073.1,2,3,1,1
ENSG00000076604.14,1825,1933,2009,2580
ENSG00000265474.1,2,0,5,0
ENSG00000265840.1,1,2,0,1
ENSG00000173065.13,895,825,932,1190
ENSG00000243053.2,0,0,0,0
ENSG00000238516.1,0,0,0,0
ENSG00000264138.1,0,0,0,0
ENSG00000132591.11,362,391,362,504
ENSG00000264066.6,0,0,0,0
ENSG00000284565.1,0,0,0,0
ENSG00000283364.1,0,0,0,0
ENSG00000283819.1,0,0,0,0
ENSG00000284085.1,0,0,0,0
ENSG00000132589.15,618,507,626,906
ENSG00000264304.1,0,0,0,0
ENSG00000266642.2,0,0,0,0
ENSG00000167536.13,18,10,24,37
ENSG00000109118.13,732,667,887,1031
ENSG00000265845.2,1,0,0,0
ENSG00000265908.1,0,0,0,0
ENSG00000179761.11,15,11,13,23
ENSG00000063015.19,0,0,2,0
ENSG00000263613.1,0,0,0,0
ENSG00000238007.1,1,0,0,0
ENSG00000263781.3,2,1,0,0
ENSG00000196535.16,3071,3332,3138,3885
ENSG00000221995.5,104,140,133,158
ENSG00000263709.1,0,0,0,0
ENSG00000264050.1,0,0,0,0
ENSG00000178082.6,10,5,9,9
ENSG00000108255.7,0,0,0,0
ENSG00000108256.8,3024,2999,3452,4378
ENSG00000239256.1,0,0,0,0
ENSG00000266111.2,18,6,25,31
ENSG00000264808.1,1,4,2,4
ENSG00000222363.1,0,0,0,0
ENSG00000160551.11,3114,2926,3019,3607
ENSG00000284162.1,0,0,0,0
ENSG00000253064.1,0,0,0,0
ENSG00000202205.1,0,0,0,0
ENSG00000168792.4,299,302,308,443
ENSG00000264031.1,0,0,0,0
ENSG00000167543.15,261,274,259,325
ENSG00000264290.1,5,3,6,8
ENSG00000108262.15,639,629,667,830
ENSG00000198720.12,33,32,34,70
ENSG00000264647.1,0,0,0,0
ENSG00000167549.18,7,3,10,20
ENSG00000264007.1,0,1,3,0
ENSG00000141298.18,1188,1195,1071,1313
ENSG00000263370.1,0,0,0,0
ENSG00000222858.1,1,1,5,4
ENSG00000265625.1,16,7,18,26
ENSG00000240531.1,16,11,13,13
ENSG00000263657.1,0,0,0,0
ENSG00000265713.1,62,42,77,71
ENSG00000252657.1,0,0,0,0
ENSG00000240074.1,0,0,0,0
ENSG00000263477.1,0,0,0,0
ENSG00000239129.1,0,0,0,0
ENSG00000176927.15,7,10,7,14
ENSG00000264435.1,0,0,1,1
ENSG00000207011.1,0,0,0,0
ENSG00000267482.1,0,0,0,0
ENSG00000265289.1,0,0,0,0
ENSG00000266876.1,0,1,0,1
ENSG00000265394.1,0,0,0,0
ENSG00000126653.17,400,369,488,536
ENSG00000266919.3,0,0,0,0
ENSG00000283935.1,0,0,0,0
ENSG00000284399.1,0,0,0,0
ENSG00000265739.1,0,0,0,0
ENSG00000266987.1,0,0,0,0
ENSG00000108576.9,13,17,12,11
ENSG00000264125.1,0,0,2,0
ENSG00000266120.1,0,0,0,0
ENSG00000252112.1,0,0,0,0
ENSG00000108578.14,134,112,148,227
ENSG00000222679.1,2,1,0,0
ENSG00000182271.12,47,55,22,6
ENSG00000207132.1,0,0,0,0
ENSG00000201255.1,0,0,0,0
ENSG00000108582.11,4010,4123,4314,5616
ENSG00000108587.15,977,892,1047,1163
ENSG00000264958.2,1,2,4,2
ENSG00000263860.1,0,0,0,0
ENSG00000279431.1,0,0,0,0
ENSG00000266733.6,0,1,1,0
ENSG00000266775.1,0,0,0,0
ENSG00000259928.1,0,0,0,0
ENSG00000231870.4,0,0,0,0
ENSG00000231421.7,0,0,0,0
ENSG00000214719.11,4,5,1,12
ENSG00000248121.8,18,14,43,23
ENSG00000273609.1,0,0,0,0
ENSG00000264943.1,4,7,9,9
ENSG00000250462.8,52,40,84,70
ENSG00000241631.3,0,0,1,0
ENSG00000264538.6,142,121,204,191
ENSG00000279337.1,0,0,0,0
ENSG00000265443.1,0,0,0,0
ENSG00000263603.1,3,3,12,17
ENSG00000280069.1,57,31,61,73
ENSG00000176390.11,315,320,274,294
ENSG00000265791.1,7,1,3,2
ENSG00000266490.1,3,5,27,17
ENSG00000276250.1,0,4,3,4
ENSG00000242439.1,0,0,0,0
ENSG00000176208.8,45,37,71,113
ENSG00000265334.1,0,0,0,1
ENSG00000212190.1,0,0,0,1
ENSG00000263531.1,6,7,16,20
ENSG00000172171.10,105,86,109,170
ENSG00000275185.1,0,2,2,0
ENSG00000184060.10,32,64,34,29
ENSG00000230113.1,1,0,0,0
ENSG00000266274.2,0,0,7,2
ENSG00000265743.1,0,0,0,0
ENSG00000181481.13,166,179,147,166
ENSG00000264456.1,14,20,23,24
ENSG00000264743.2,6,12,10,8
ENSG00000266340.1,0,0,0,0
ENSG00000264148.1,0,0,0,0
ENSG00000266865.6,7,16,27,14
ENSG00000265798.6,0,0,0,1
ENSG00000264107.1,8,6,0,3
ENSG00000265444.1,0,0,0,0
ENSG00000196712.17,3250,3179,3577,4326
ENSG00000266371.1,24,23,48,53
ENSG00000126861.4,0,1,0,0
ENSG00000185862.6,45,55,39,44
ENSG00000265118.5,0,0,0,0
ENSG00000126860.11,0,0,0,0
ENSG00000263535.2,21,20,14,22
ENSG00000131242.17,1331,1580,1604,2105
ENSG00000239595.3,0,1,0,0
ENSG00000264862.2,3,3,1,3
ENSG00000278977.1,0,0,0,1
ENSG00000284424.1,0,0,0,0
ENSG00000207614.1,1,0,5,1
ENSG00000278546.1,0,1,0,9
ENSG00000221038.1,0,0,0,0
ENSG00000228768.3,0,0,3,2
ENSG00000265976.1,0,0,1,1
ENSG00000283978.1,0,0,0,0
ENSG00000266877.1,0,0,0,0
ENSG00000266448.1,0,0,0,0
ENSG00000202026.1,0,0,0,0
ENSG00000265863.1,0,0,0,0
ENSG00000263567.1,0,0,0,0
ENSG00000265046.1,0,0,0,0
ENSG00000172301.10,105,95,140,189
ENSG00000108651.9,417,390,487,627
ENSG00000263990.1,0,0,0,0
ENSG00000178691.10,638,610,703,897
ENSG00000253058.1,0,0,0,0
ENSG00000264300.1,0,1,0,0
ENSG00000185158.12,115,97,113,166
ENSG00000264497.1,0,0,0,0
ENSG00000266777.1,31,25,63,33
ENSG00000278867.1,10,13,11,11
ENSG00000264164.1,0,0,0,1
ENSG00000266379.6,0,0,0,0
ENSG00000263369.6,0,0,0,0
ENSG00000265574.1,4,1,1,2
ENSG00000277511.1,4,4,5,5
ENSG00000214708.4,16,17,28,13
ENSG00000126858.17,559,544,513,685
ENSG00000265293.2,0,0,0,0
ENSG00000280033.1,10,20,25,31
ENSG00000280020.1,0,0,1,0
ENSG00000266282.1,1,0,0,0
ENSG00000141314.12,1,0,4,0
ENSG00000263674.1,0,0,0,0
ENSG00000265794.5,0,0,0,0
ENSG00000108666.9,128,93,146,178
ENSG00000265139.1,0,0,1,0
ENSG00000263749.2,0,0,0,0
ENSG00000283774.1,0,0,0,0
ENSG00000010244.18,2274,2076,2516,2799
ENSG00000274341.1,4,3,5,9
ENSG00000278668.1,14,9,4,9
ENSG00000266385.1,3,2,4,10
ENSG00000279762.3,3,0,3,0
ENSG00000264083.1,0,0,1,0
ENSG00000264373.1,0,0,0,0
ENSG00000108671.10,1270,1205,1329,1607
ENSG00000202100.1,0,0,0,0
ENSG00000176749.8,48,27,43,64
ENSG00000176658.16,8297,9428,7321,9091
ENSG00000266718.2,1,2,1,1
ENSG00000280245.1,49,34,33,24
ENSG00000265222.1,38,43,32,44
ENSG00000263717.1,15,22,14,17
ENSG00000279781.1,18,12,23,15
ENSG00000266599.1,0,0,0,0
ENSG00000265337.1,54,52,42,53
ENSG00000264458.1,0,0,0,0
ENSG00000201178.1,3,7,5,7
ENSG00000226377.1,8,4,7,3
ENSG00000236377.1,0,3,2,0
ENSG00000006042.11,503,542,548,654
ENSG00000141316.12,2,0,1,3
ENSG00000108684.14,9,11,4,9
ENSG00000264598.1,0,0,0,0
ENSG00000280349.1,0,0,0,0
ENSG00000266535.1,0,0,0,0
ENSG00000265544.1,0,0,0,0
ENSG00000265697.1,0,0,0,0
ENSG00000265125.5,0,0,0,0
ENSG00000265115.1,0,0,0,0
ENSG00000264643.1,0,0,0,0
ENSG00000265689.1,0,0,0,0
ENSG00000283381.1,0,0,0,0
ENSG00000283417.1,0,0,0,0
ENSG00000279668.2,0,0,0,0
ENSG00000265356.2,0,0,0,0
ENSG00000263435.1,0,0,0,0
ENSG00000279674.1,0,0,0,0
ENSG00000226049.3,10,8,5,2
ENSG00000263485.1,0,0,0,0
ENSG00000265775.1,0,0,0,0
ENSG00000252370.1,0,0,0,0
ENSG00000264791.1,0,0,0,0
ENSG00000263571.2,0,0,0,0
ENSG00000261156.6,0,0,0,0
ENSG00000264990.1,0,0,0,0
ENSG00000108691.9,154,112,145,119
ENSG00000108688.11,4,4,4,0
ENSG00000172156.3,0,0,0,0
ENSG00000108700.4,0,0,0,0
ENSG00000265614.1,0,0,0,0
ENSG00000181374.7,0,0,0,0
ENSG00000108702.3,0,0,0,0
ENSG00000225582.1,0,0,0,0
ENSG00000197322.3,0,0,0,0
ENSG00000181291.7,0,0,0,1
ENSG00000278860.1,0,0,0,0
ENSG00000264174.1,0,0,0,0
ENSG00000264622.1,0,0,0,0
ENSG00000132141.13,28,23,44,37
ENSG00000285559.1,0,0,0,0
ENSG00000198783.5,154,177,212,254
ENSG00000005156.11,392,396,605,764
ENSG00000092871.16,654,640,551,607
ENSG00000267618.5,0,0,0,0
ENSG00000273687.1,0,0,0,2
ENSG00000267457.1,1,4,7,1
ENSG00000243423.1,0,0,0,0
ENSG00000185379.20,41,46,89,73
ENSG00000253084.3,0,0,0,0
ENSG00000252328.1,0,0,0,0
ENSG00000073598.5,0,0,0,0
ENSG00000073536.17,79,88,154,246
ENSG00000141161.11,0,0,0,0
ENSG00000267782.1,0,0,0,0
ENSG00000266981.1,0,0,0,0
ENSG00000267744.1,0,0,0,0
ENSG00000164729.7,0,0,0,0
ENSG00000266947.1,3,9,2,5
ENSG00000166750.9,191,158,270,362
ENSG00000267364.1,0,0,0,0
ENSG00000267271.1,0,0,0,0
ENSG00000172716.16,0,0,2,1
ENSG00000267315.1,1,1,0,0
ENSG00000267711.1,0,0,0,0
ENSG00000267547.1,0,0,0,0
ENSG00000267745.1,0,0,0,0
ENSG00000267648.1,0,0,0,0
ENSG00000267102.1,0,0,0,1
ENSG00000172123.12,0,1,2,1
ENSG00000154760.13,53,36,88,161
ENSG00000267312.1,0,0,0,0
ENSG00000205045.8,1,0,0,0
ENSG00000267554.1,0,0,0,0
ENSG00000267349.1,0,0,0,0
ENSG00000267046.1,0,0,0,0
ENSG00000267369.1,0,1,0,0
ENSG00000267074.1,0,0,0,0
ENSG00000255987.1,0,0,0,0
ENSG00000267035.1,0,0,0,0
ENSG00000236320.3,0,0,0,0
ENSG00000267359.1,0,0,0,0
ENSG00000267625.1,0,0,0,0
ENSG00000242660.1,1,0,0,0
ENSG00000267321.2,32,24,56,50
ENSG00000207297.1,0,0,0,0
ENSG00000108733.9,49,47,62,74
ENSG00000006125.17,4341,3874,4747,5506
ENSG00000267592.1,0,0,0,0
ENSG00000270647.5,1448,1213,1789,1892
ENSG00000270885.1,5,1,2,5
ENSG00000270765.5,1,0,4,1
ENSG00000271447.5,612,687,559,573
ENSG00000271392.1,1,4,3,2
ENSG00000270806.1,3,0,0,3
ENSG00000270829.1,0,0,0,0
ENSG00000270871.1,4,0,0,0
ENSG00000270894.1,9,14,19,10
ENSG00000270379.5,0,0,1,2
ENSG00000271268.1,1,1,0,0
ENSG00000270240.2,4,1,3,1
ENSG00000271503.5,92,95,99,113
ENSG00000271394.1,18,12,5,8
ENSG00000270977.1,3,2,7,3
ENSG00000271013.1,4,4,9,12
ENSG00000278023.5,1,4,14,5
ENSG00000275722.4,0,0,0,0
ENSG00000273736.1,0,0,0,0
ENSG00000275152.4,0,1,2,3
ENSG00000276409.4,41,23,18,27
ENSG00000275431.1,1,4,0,2
ENSG00000275688.4,0,0,0,0
ENSG00000275718.1,35,35,44,36
ENSG00000275944.1,2,6,4,4
ENSG00000278690.1,2,0,0,0
ENSG00000274736.4,0,0,0,0
ENSG00000275385.1,0,0,0,0
ENSG00000277089.4,0,0,0,0
ENSG00000277632.1,0,0,0,0
ENSG00000275302.1,0,0,0,0
ENSG00000276014.1,0,0,1,1
ENSG00000276241.1,0,0,0,0
ENSG00000282738.1,0,0,0,0
ENSG00000274808.5,1,8,6,3
ENSG00000274767.1,0,0,2,3
ENSG00000276085.1,0,0,0,0
